kegg	mnx_id	bigg	seed	metacyc	description	ambiguous
C06036	MNXM731446		cpd12812		Trigalactosyl-diacylglycerol||1,2-Diacyl-3-O-(alpha-D-galactosyl(1->6)-O-alpha-D-galactosyl(1->6)-O-beta-D-galactosyl)-sn-glycerol||1,2-Diacyl-3-O-[alpha-D-galactopyranosyl(1->6)-O-alpha-D-galactopyranosyl(1->6)-O-beta-D-galactopyranosyl]-sn-glycerol||3-[alpha-D-Galactosyl-(1->6)-alpha-D-galactosyl-(1->6)-beta-D-galactosyl]-1,2-diacyl-sn-glycerol||Gal-alpha1->6Gal-alpha1->6Galii-beta1->3acyl2Gro||Galalpha1->6Galalpha1->6Galiibeta1->3acyl2Gro||TGDG	
C06037	MNXM1888		cpd12813		Digalactosyl-diacylglycerol||1,2-Diacyl-3-O-[alpha-D-galactosyl-(1->6)-beta-D-galactosyl]-sn-glycerol||2,3-Di-O-acyl-1-O-(6-O-alpha-D-galactosyl-beta-D-galactosyl)-D-glycerol||3-[alpha-D-Galactosyl-(1->6)-beta-D-galactosyl]-1,2-diacyl-sn-glycerol||DGDG||Gal-alpha1->6Gal-beta1->3acyl2Gro||Galalpha1->6Galbeta1->3acyl2Gro	
C06038	MNXM729816				Acyl1-monogalactosyl-diacylglycerol||1,2-Diacyl-3-O-(acyl(1->6)-O-beta-D-galactosyl)-sn-glycerol||Acylmono-beta-D-galactosyldiacylglycerol||acyl1->6Gal-beta1->3acyl2Gro||acyl1->6Galbeta1->3acyl2Gro	
C06040	MNXM732841		cpd12815		Diglucosyldiacylglycerol||1,2-Diacyl-3-O-[beta-D-glucopyranosyl-(1->6)-O-beta-D-glucopyranosyl]-sn-glycerol||Glc-beta1->6Glc-beta1->3acyl2Gro||Glcbeta1->6Glcbeta1->3acyl2Gro||beta-Gentiobiosyldiacylglycerol	
C06041	MNXM741529				Glycerophosphoglycoglycerolipid||(sn-Gro-1-P)->6Glc-beta1->6Glc-beta1->3acyl2Gro||(sn-Gro-1-P)->6Glcbeta1->6Glcbeta1->3acyl2Gro	
C06042	MNXM738733				Lipoteichoic acid||(sn-Gro-1-P)25->6Glc-alpha1->2Glc-alpha1->3acyl2Gro	
C06044	MNXM4964		cpd03597	CPD3O-4151	4-Hydroxyphenylethanol||Tyrosol	
C06046	MNXM7761		cpd03599	CPD-13354	Salidroside||Tyrosol glucoside||p-Hydroxyphenethyl alcohol 1-O-beta-D-glucoside	
C06047	MNXM739139		cpd03600		Stizolobate||Stizolobic acid	
C06048	MNXM1108404		cpd03601	CPD-13903	Stizolobinate||Stizolobinic acid	
C06049	MNXM63758		cpd03602		N-Formylderivatives	
C06050	MNXM35254		cpd03603|cpd25536	CPD-9026	2-Methyl-3-hydroxy-5-formylpyridine-4-carboxylate||5-Formyl-3-hydroxy-2-methylpyridine-4-carboxylate	seed(2)
C06051	MNXM3037		cpd03604	CPD-383	Isopyridoxal	
C06052	MNXM6939		cpd03605	CPD-9028	5-Pyridoxolactone	
C06054	MNXM1514	ohpb	cpd03606	3OH-4P-OH-ALPHA-KETOBUTYRATE	2-Oxo-3-hydroxy-4-phosphobutanoate||(3R)-3-Hydroxy-2-oxo-4-phosphonooxybutanoate||(3R)-3-Hydroxy-2-oxo-4-phosphooxybutanoate||alpha-Keto-3-hydroxy-4-phosphobutyrate	
C06055	MNXM759	phthr	cpd03607|cpd22119	4-PHOSPHONOOXY-THREONINE	O-Phospho-4-hydroxy-L-threonine||4-(Phosphonooxy)-L-threonine||4-(Phosphonooxy)-threonine||4-Phosphooxy-L-threonine	seed(2)
C06056	MNXM1802	4hthr	cpd03608	CPD0-2189	4-Hydroxy-L-threonine||Hydroxythreonine	
C06058	MNXM739174			Nitroalkanes	Nitroalkane	
C06059	MNXM167489				Cyclic amidine	
C06060	MNXM41769		cpd03611		Amidine	
C06062	MNXM158322		cpd03613	Ceramides-PE	Ceramide phosphoethanolamine	
C06066	MNXM37130		cpd16321	CPD-789	4,5-Dihydro-5,5-dimethyl-4-(3-oxobutyl)furan-2(3H)-one	
C06067	MNXM1107073		cpd02632|cpd03614	CPD-460	Dimethylallyltryptophan||4-Dimethylallyltryptophan	kegg(2),seed(2)
C06068	MNXM5735		cpd03615	CPD-12358	Elymoclavine||Dihydrolysergol	
C06069	MNXM735329		cpd03616		Iridodial||cis-trans-Iridodial	
C06070	MNXM1371972				Iridotrial||(1S,2R,3S)-2-Formyl-alpha-(hydroxymethylene)-3-methylcyclopentaneacetaldehyde	
C06071	MNXM6965		cpd03618	7-DEOXYLOGANIN	Deoxyloganin||7-Deoxyloganin	
C06074	MNXM2022		cpd03619	CPD-4888	Myrcene||beta-Myrcene	
C06075	MNXM4839		cpd03620	CPD-4890	Terpinolene	
C06076	MNXM8362		cpd03746		Camphene||Comphene	
C06077	MNXM1364662				Pinene	
C06078	MNXM741618		cpd19048|cpd27407	Limonenes	Limonene||Cajeputene||Dipentene||Kautschin||dl-Limonene	seed(2)
C06079	MNXM740218				PR-toxin||PR Toxin	
C06080	MNXM727513		cpd03623		Nivalenol	
C06081	MNXM732454				Polyprenol||ditrans,polycis-Polyprenol	
C06082	MNXM725931		cpd03624	CPD-693	Abscisate||(+)-Abscisic acid||ABA||Abscisic acid	
C06083	MNXM4841		cpd03625	CPD-11533	Tetrahymanol	
C06084	MNXM11831		cpd12824		Hopanoid	
C06085	MNXM13165		cpd12825		Triterpenoid	
C06087	MNXM733987		cpd03627	CPD-8694	Abietate||Abieta-7,13-dien-18-oate||Abietic acid	
C06088	MNXM735894				Aphidicolin	
C06089	MNXM720		cpd03629	ENT-COPALYL-DIPHOSPHATE	ent-Copalyl diphosphate||(-)-Copalyl diphosphate	
C06090	MNXM1188		cpd03630	CPD1F-128	ent-Kaurene||ent-Kaur-16-ene	
C06091	MNXM1370939				Aconitine	
C06092	MNXM13254		cpd03632		Veatchine	
C06093	MNXM729721				Gibberellin A12 aldehyde	
C06094	MNXM734814		cpd03634	CPD-695	Gibberellin A53	
C06095	MNXM734158		cpd03635	CPD-10332	Gibberellin A44 diacid||Gibberellin A44 open lactone	
C06096	MNXM1363860				Gibberellin A29	
C06098	MNXM1364630	zeax	cpd03637	CPD1F-130	Zeaxanthin||(3R,3'R)-beta,beta-Carotene-3,3'-diol	
C06099	MNXM1372147		cpd03638	CPD-8785	(R)-Limonene||(+)-(4R)-Limonene||(+)-(R)-Limonene||(+)-Limonene||(4R)-1-Methyl-4-(prop-1-en-2-yl)cyclohexene||d-Limonene	
C06102	MNXM831		cpd03640	6-OXO-HEXANOATE	Adipate semialdehyde||6-Oxohexanoate||6-Oxohexanoic acid||Hexan-1-one-6-carboxylate	
C06103	MNXM1994		cpd03641	CPD-102	6-Hydroxyhexanoic acid||6-Hydroxyhexanoate	
C06104	MNXM2800	adpac	cpd03642	ADIPATE	Adipate||Adipic acid||Hexan-1,6-dicarboxylate||Hexanedioate||Hexanedioic acid	
C06105	MNXM3244		cpd03643	CPD0-1349	Cyclohexane-1,2-dione	
C06108	MNXM1475		cpd03644	CPD-12709	Fluoroacetate||Cymonic acid||Fluoroacetic acid||Gifblaar poison||HFA||UN 2642	
C06109	MNXM66023	cytP450o	cpd12826|cpd30225		Cytochrome P-450 oxidized form	seed(2)
C06110	MNXM12867	cytP450r	cpd12827|cpd30227		Cytochrome P-450 reduced form	seed(2)
C06111	MNXM64464		cpd03645	CPD-20328	Nerolidyl diphosphate||NPP	
C06112	MNXM731036				L-Glutamyl-tRNA(Gln)||Glu-tRNA(Gln)||Glutamyl-tRNA(Gln)	
C06113	MNXM730167				L-Aspartyl-tRNA(Asn)||Asp-tRNA(Asn)||Aspartyl-tRNA(Asn)	
C06114	MNXM1104882	HC01700	cpd03646		gamma-Glutamyl-beta-aminopropiononitrile||gamma-Glutamyl-3-aminopropiononitrile	
C06115	MNXM730692		cpd03647	L-arabinofuranose	L-Arabinofuranose	
C06118	MNXM2081		cpd03648	CPD-11241	4-(4-Deoxy-alpha-D-gluc-4-enuronosyl)-D-galacturonate||4-(4-Deoxy-alpha-D-galact-4-enuronosyl)-D-galacturonate||Unsaturated digalacturonate	
C06121	MNXM6791		cpd03649		3-Ketosphingosine	
C06123	MNXM1371120		cpd01800	CPD-292	Hexadecenal||(2E)-Hexadecenal||2-trans-Hexadecenal	
C06124	MNXM1104091	sphs1p	cpd03651	CPD3DJ-11366	Sphingosine 1-phosphate||S1P||Sphing-4-enine 1-phosphate	
C06125	MNXM727408		cpd12830		Sulfatide||Cerebroside 3-sulfate||Galactosylceramide sulfate	
C06126	MNXM1104230		cpd03652	Digalactosylceramides	Digalactosylceramide||Gal-alpha1->4Gal-beta1->1'Cer||Galabiosylceramide	
C06127	MNXM1104624		cpd12831	Digalactosylceramide-sulfate	Digalactosylceramide sulfate	
C06128	MNXM729037		cpd03653		GM4||N-Acetylneuraminyl-galactosylceramide||Neu5Ac-alpha2->3Gal-beta1->1'Cer	
C06129	MNXM5665		cpd12832		Ceramidepentasaccharide	
C06130	MNXM4447		cpd12833		Gal-alpha1->3(Fuc-alpha1->2)Gal-beta1->3GlcNAc-beta1->3LacCer	
C06131	MNXM730678		cpd12834		Fuc-alpha1->2Gal-beta1->3GlcNAc-beta1->3Gal-beta1->4Glc-beta1-1'Cer	
C06132	MNXM729469		cpd12835		Type A glycolipid||GalNAc-alpha1->3(Fuc-alpha1->2)Gal-beta1->3GlcNAc-beta1->3Gal-beta1->4Glc-beta1->1'Cer||GalNAc-alpha1->3(Fuc-alpha1->2)Gal-beta1->3GlcNAc-beta1->3LacCer	
C06133	MNXM730360		cpd03654	Ganglioside-GD3	GD3||NeuAc-alpha2->8NeuAc-alpha2->3Gal-beta1->4Glc-beta1->1'Cer||NeuAc-alpha2->8NeuAc2->3LacCer||alpha-N-Acetylneuraminyl-2,8-alpha-N-acetylneuraminyl-2,3-beta-D-galactosyl-1,4-beta-glucosyl-1,1'-ceramide	
C06134	MNXM736165		cpd03655		GD2||GalNAc-beta1->4(NeuAc-alpha2->8NeuAc2->3)Gal-beta1->4Glc-beta1->1'Cer||GalNAc-beta1->4(NeuAc-alpha2->8NeuAc2->3)LacCer	
C06135	MNXM1104129		cpd03656	CPD-19630	GA2||GalNAc-beta1->4Gal-beta1->4Glc-beta1->1'Cer||GalNAc-beta1->4LacCer	
C06136	MNXM1104127		cpd03657	CPD-19631	GA1||Gal-beta1->3GalNAc-beta1->4Gal-beta1->4Glc-beta1->1'Cer||Gal-beta1->3GalNAc-beta1->4LacCer	
C06138	MNXM5618	gt1a_cho	cpd03658	Ganglioside-GT1a	GT1a||Neu5Ac-alpha2->8Neu5Ac-alpha2->3Gal-beta1->3GalNAc-beta1->4(Neu5Ac-alpha2->3)Gal-beta1->4Glc-beta1->1'Cer||Neu5Ac-alpha2->8Neu5Ac-alpha2->3Gal-beta1->3GalNAc-beta1->4(Neu5Ac-alpha2->3)LacCer	
C06139	MNXM3909		cpd03659	Ganglioside-GQ1b	GQ1||Neu5Ac-alpha2->8Neu5Ac-alpha2->3Gal-beta1->3GalNAc-beta1->4(Neu5Ac-alpha2->8Neu5Ac-alpha2->3)Gal-beta1->4Glc-beta1->1'Cer||Neu5Ac-alpha2->8Neu5Ac-alpha2->3Gal-beta1->3GalNAc-beta1->4(Neu5Ac-alpha2->8Neu5Ac-alpha2->3)LacCer	
C06140	MNXM732820		cpd03660	Ganglioside-GT1b	GT1b||Neu5Ac-alpha2->3Gal-beta1->3GalNAc-beta1->4(Neu5Ac-alpha2->8Neu5Ac-alpha2->3)Gal-beta1->4Glc-beta1->1'Cer||Neu5Ac-alpha2->3Gal-beta1->3GalNAc-beta1->4(Neu5Ac-alpha2->8Neu5Ac-alpha2->3)LacCer	
C06141	MNXM1103866		cpd03661	Ganglioside-GD1b	GD1b||Gal-beta1->3GalNAc-beta1->4(Neu5Ac-alpha2->8Neu5Ac-alpha2->3)Gal-beta1->4Glc-beta1->1'Cer||Gal-beta1->3GalNAc-beta1->4(Neu5Ac-alpha2->8Neu5Ac-alpha2->3)LacCer	
C06142	MNXM3230	1btol|btoh	cpd03662	BUTANOL	1-Butanol||Butan-1-ol||n-Butanol	bigg(2)
C06143	MNXM739390				Poly-beta-hydroxybutyrate	
C06144	MNXM3479		cpd03663		3-Butynoate||But-3-ynoate	
C06145	MNXM2644		cpd03664		3-Butyn-1-al	
C06146	MNXM5647		cpd03665		3-Butyn-1-ol	
C06148	MNXM4269	HC01710	cpd03666		2,5-Diamino-6-(5'-triphosphoryl-3',4'-trihydroxy-2'-oxopentyl)-amino-4-oxopyrimidine	
C06149	MNXM10357		cpd03667		6-(3'-Triphosphoryl-1'-methylglyceryl)-7-methyl-7,8-dihydrobiopterin	
C06151	MNXM1364152		cpd25015	CPD-8055	1L-chiro-Inositol||(-)-Inositol	
C06152	MNXM62601		cpd03668	CPD-8054	muco-Inositol	
C06153	MNXM1371100		cpd03669	CPD-8050	scyllo-Inositol||Scyllitol	
C06155	MNXM19501		cpd03670	CPD-6701	myo-Inositol 5-phosphate||1D-myo-Inositol 5-phosphate	
C06156	MNXM1364052		cpd03671	GLUCOSAMINE-1P	alpha-D-Glucosamine 1-phosphate||D-Glucosamine 1-phosphate	
C06157	MNXM740465				[Dihydrolipoyllysine-residue succinyltransferase] S-glutaryldihydrolipoyllysine||S-Glutaryldihydrolipoamide-E	
C06158	MNXM48442		cpd03673		D-Fucono-1,4-lactone	
C06159	MNXM1371575		cpd03674		2-Dehydro-3-deoxy-D-fuconate	
C06160	MNXM1371122		cpd03675	S-NORCOCLAURINE	(S)-Norcoclaurine||6,7-Dihydroxy-(1S)-[(4-hydroxyphenyl)methyl]-1,2,3,4-tetrahydroisoquinoline	
C06161	MNXM1370976		cpd03676	S-COCLAURINE	(S)-Coclaurine||(S)-1,2,3,4-Tetrahydro-1-[(4-hydroxyphenyl)methyl]-6-methoxy-7-isoquinolinol||1-(p-Hydroxybenzyl)-6-methoxy-7-hydroxy-1,2,3,4-tetrahydroisoquinoline||Coclaurine	
C06162	MNXM4103		cpd03677	SANGUINARINE	Sanguinarine	
C06163	MNXM31809		cpd03678	CPD-7846	(S)-cis-N-Methylstylopine	
C06165	MNXM4662		cpd03679	CPD-7848	Macarpine	
C06167	MNXM3351		cpd03680	12-DEHYDRORETICULINIUM	1,2-Dehydroreticuline||1,2-Dehydroreticulinium||3,4-Dihydro-7-hydroxy-1-[(3-hydroxy-4-methoxyphenyl)methyl]-6-methoxy-2-(methyl-14C)-isoquinolinium	
C06171	MNXM726877		cpd03681	CODEINONE	Codeinone||(5alpha)-7,8-Didehydro-4,5-epoxy-3-methoxy-17-methylmorphinan-6-one	
C06172	MNXM2268		cpd03682	CPD-7712	Neopinone	
C06173	MNXM2564		cpd03683	CPD-7710	Thebaine	
C06174	MNXM729654		cpd03684	CODEINE	Codeine||(5alpha,6alpha)-7,8-Didehydro-4,5-epoxy-3-methoxy-17-methylmorphinan-6-ol	
C06175	MNXM737665		cpd03685	CPD-7713	Oripavine	
C06176	MNXM3358		cpd03686	CPD-8986	Senecionine	
C06177	MNXM7739		cpd03687	CPD-13504	Retronecine	
C06178	MNXM1615	1mpyr	cpd03688	CPD-7994	1-Methylpyrrolinium||1-Methyl-Delta(1)-pyrrolinium	
C06179	MNXM737553		cpd03689		Hygrine||(+)-Hygrine	
C06180	MNXM7067		cpd03690|cpd19105	CPD-12317	Anabasine	kegg(2),seed(2)
C06181	MNXM1438	pprdn	cpd03691	CPD-11764	Piperideine||1-Piperideine	
C06182	MNXM5256		cpd03692		Pelletierine	
C06183	MNXM30252		cpd03693		L-(+)-Anaferine||Anapheline	
C06184	MNXM7573		cpd03694		N-Methylpelletierine	
C06185	MNXM82194		cpd03695		Slaframine||(-)-Slaframine	
C06186	MNXM1371473	arbt	cpd03696	HYDROQUINONE-O-BETA-D-GLUCOPYRANOSIDE	Arbutin||Hydroquinone-O-beta-D-glucopyranoside||Ursin||Uvasol	
C06187	MNXM2806	arbt6p	cpd03697	CPD-1162	Arbutin 6-phosphate||Arbutin-6P	
C06188	MNXM3356	salcn6p	cpd03698	CPD-1181	Salicin 6-phosphate||Salicin-6P	
C06189	MNXM1103515		cpd03699		Cyclic 2,3-bisphospho-D-glycerate||Cyclic 2,3-bisphosphoglycerate||Cyclic 2,3-diphospho-D-glycerate||Cyclic glycerate-2,3P2||cDPG	
C06192	MNXM1104866	adpman	cpd03700	ADP-MANNOSE	ADP-mannose||APD-D-mannose	
C06193	MNXM2183	3gmp	cpd03701	CPD-3708	Guanosine 3'-phosphate||3'-GMP||3'-Guanylic acid||Gp||Guo-3'-P	
C06194	MNXM733912	23cgmp	cpd03702	CPD-3709	2',3'-Cyclic GMP	
C06195	MNXM2481		cpd03703	CPD-60	Imidazolone||4-Imidazolone||Imidazol-4-one	
C06196	MNXM1922	dimp	cpd03704	DIMP	2'-Deoxyinosine 5'-phosphate||dIMP	
C06197	MNXM3683	apppa	cpd03705	ADENOSINE5TRIPHOSPHO5ADENOSINE	P1,P3-Bis(5'-adenosyl) triphosphate||Adenosine 5'-triphosphate 5'-adenosine||ApppA	
C06198	MNXM1106687		cpd03706		P1,P4-Bis(5'-uridyl) tetraphosphate||UppppU	
C06199	MNXM11832	C06199	cpd03707		Hordenine||4-[2-(Dimethylamino)ethyl]phenol	
C06201	MNXM1371233			CPD-15125	2,4-Dihydroxyhept-2-enedioate||2,4-Dihydroxyhept-2-1,7-dioate||2,4-Dihydroxyhept-2-enedioic acid	
C06202	MNXM1593		cpd03709	SALICYLALDEHYDE	Salicylaldehyde||2-Hydroxybenzaldehyde||o-Hydroxybenzaldehyde	
C06203	MNXM2044		cpd03710	CPDN-385	trans-o-Hydroxybenzylidenepyruvate||(3E)-4-(2-Hydroxyphenyl)-2-oxobut-3-enoate	
C06204	MNXM2181		cpd03711	CPDN-384	2-Hydroxychromene-2-carboxylate||2-Hydroxy-2H-chromene-2-carboxylate	
C06205	MNXM114239	dhnpthld	cpd03712		1,2-Dihydronaphthalene-1,2-diol	
C06206	MNXM43631		cpd03713		Benzoyl phosphate	
C06210	MNXM1363901			2H6OH2-4DIENOATE	2-Hydroxy-6-keto-2,4-heptadienoate||2-Hydroxy-6-oxo-hept-2,4-dienoate	
C06212	MNXM739020	nmthsrtn	cpd03716		N-Methylserotonin	
C06213	MNXM12404		cpd03717	CPD-21514	N-Methyltryptamine||1-Methyl-2-(3-indolyl)ethylamine||N-Methylindoleethylamine	
C06215	MNXM733773				Levan||(2,6-beta-D-Fructosyl)n||(2,6-beta-D-Fructosyl)n+1||2,6-beta-D-Fructan||Levan n	
C06216	MNXM730818				Celloheptaose	
C06217	MNXM736496		cpd03719	CPD-13238	Cellohexaose	
C06218	MNXM736140		cpd03720	CPD-13237	Cellopentaose	
C06219	MNXM5664		cpd03721	CELLOTRIOSE	Cellotriose	
C06222	MNXM1101891		cpd03722	CPD-21527	Sedoheptulose 1-phosphate||altro-Heptulose 1-phosphate	
C06227	MNXM1104626				Fe(III)hydroxamate||Fe(III)hydroxamic acid	
C06228	MNXM733435		cpd03724	CPD0-2241	Ferrichrome	
C06229	MNXM728820				Fe(III)dicitrate||Iron(III)dicitrate	
C06230	MNXM730708		cpd03726|cpd27027	FERRIC-ENTEROBACTIN-COMPLEX	Fe-enterobactin||Fe-enterochlin	seed(2)
C06231	MNXM1101175	ecto__L	cpd03727	ECTOINE	Ectoine||(4S)-2-Methyl-1,4,5,6-tetrahydropyrimidine-4-carboxylate||L-Ectoine	
C06232	MNXM726090				Molybdate	
C06234	MNXM37623		cpd03728		4-Methyl-L-glutamate	
C06238	MNXM1105774		cpd03730		L-Arabinose 1-phosphate	
C06239	MNXM1105773		cpd03731	CPD-11650	alpha-L-Arabinose 1-phosphate	
C06240	MNXM1105744	uacmamu	cpd02703|cpd03732	UDP-MANNACA|UDP-NAC-MANNOS	UDP-N-acetyl-D-mannosaminouronate||UDP-N-acetyl-2-amino-2-deoxy-D-mannuronate||UDP-N-acetyl-D-mannosaminuronic acid||UDP-N-acetyl-alpha-D-mannosaminuronate	seed(2),metacyc(2)
C06241	MNXM1104151	acnamp	cpd03733	N-ACETYL-NEURAMINATE-9P	N-Acetylneuraminate 9-phosphate	
C06244	MNXM4428	ad	cpd03734	ACETAMIDE	Acetamide	
C06246	MNXM728977		cpd12845		Gla protein||Peptidyl-4-carboxyglutamate	
C06248	MNXM735684		cpd03735		D-Ribose 1-diphosphate	
C06249	MNXM729232				Apo-[carboxylase]||[Biotin carboxyl-carrier protein]-L-lysine	
C06251	MNXM731017		cpd03736	KDO2-LAUROYL-LIPID-IVA	Lauroyl-KDO2-lipid IV(A)||Dodecanoyl-KDO2-lipid IV(A)	
C06254	MNXM62358		cpd12849	Lysophospholipids	Lysophospholipid	
C06255	MNXM4302		cpd03737	CPD-3618	2-Oxopentanoic acid||2-Oxopentanoate||2-Oxovalerate||alpha-Ketovaleric acid	
C06257	MNXM732962		cpd03738	CPD-1093	1-Deoxy-D-xylulose	
C06259	MNXM11556		cpd12851		Ferrocytochrome b	
C06260	MNXM11551	ficytb	cpd12852		Ferricytochrome b	
C06262	MNXM739837				Phosphorus||P	
C06263	MNXM82095				Silicon||Si	
C06264	MNXM729499				Aluminium||Al	
C06265	MNXM16525		cpd12856		Carbon||C	
C06266	MNXM44607				Boron||B	
C06268	MNXM499438		cpd12859		Chromium||Cr	
C06269	MNXM1369464		cpd12860	CPD-24327|Thioarsenicals	Arsenic||As	metacyc(2)
C06272	MNXM588682		cpd03739		Gal-beta1->3GalNAc-beta1->3Gal-beta1->4Glc-beta1->1'Cer||Ceramidetetrahexoside (beta 1->3)||Ceramidetetrasaccharide (beta1->3)||Paragloboside (beta 1->3)	
C06273	MNXM729630		cpd03740		Gal-beta1->4GalNAc-beta1->3Gal-beta1->4Glc-beta1->1'Cer||Ceramidetetrahexoside (beta 1->4)||Ceramidetetrasaccharide (beta 1->4)||Paragloboside (beta 1->4)	
C06297	MNXM41555		cpd03741		NeuGc-alpha2->8NeuGc2->3Gal-beta1->4Glc-beta1->1'Cer||NeuGc-alpha2->8NeuGc2->3LacCer	
C06299	MNXM730984		cpd03742	Ganglioside-GT3	NeuAc-alpha2->8NeuAc-alpha2->8NeuAc2->3LacCer||NeuAc-alpha2->8NeuAc-alpha2->8NeuAc2->3Gal-beta1->4Glc-beta1->1'Cer	
C06300	MNXM41556		cpd03743		NeuGc-alpha2->8NeuGc-alpha2->8NeuGc2->3LacCer||NeuGc-alpha2->8NeuGc-alpha2->8NeuGc2->3Gal-beta1->4Glc-beta1->1'Cer	
C06302	MNXM44105		cpd03744		GalNAc-beta1->4(NeuGc-alpha2->8NeuGc2->3)LacCer||GalNAc-beta1->4(NeuGc-alpha2->8NeuGc2->3)Gal-beta1->4Glc-beta1->1'Cer	
C06304	MNXM5358		cpd03745	CPD-8767	(+)-Camphene||(+)-Comphene	
C06305	MNXM5361		cpd19050	CPD-4921	(-)-Camphene||(-)-Comphene	
C06306	MNXM1364658		cpd03747|cpd12822	CPD-8754|PINENE	(+)-alpha-Pinene||(1R,5R)-2,6,6-Trimethylbicyclo[3.1.1]hept-2-ene	seed(2),metacyc(2)
C06307	MNXM734447		cpd03748	CPD-4891	(-)-beta-Pinene||(1S,5S)-6,6-Dimethyl-2-methylenebicyclo[3.1.1]heptane	
C06308	MNXM1364659		cpd03749	CPD-4892	(-)-alpha-Pinene||(1S,5S)-2,6,6-Trimethylbicyclo[3.1.1]hept-2-ene	
C06309	MNXM736513		cpd03750	HOPAN-22-OL	Diplopterol||22-Hopanol||Hopan-22-ol	
C06310	MNXM736510		cpd03751	HOP-2229-ENE	Diploptene||22(29)-Hopene||Hop-22(29)-ene	
C06311	MNXM731248	galt1p	cpd03752	GALACTITOL-1-PHOSPHATE	Galactitol 1-phosphate||D-Galactitol 6-phosphate||L-Galactitol 1-phosphate	
C06312	MNXM735495		cpd03753	L-TAGATOSE-6-PHOSPHATE	L-Tagatose 6-phosphate	
C06313	MNXM1363669		cpd03754	All-Biopterines|CPD-10819	Biopterin||2-Amino-6-(1,2-dihydroxypropyl)-4(1H)-pteridinone	metacyc(2)
C06314	MNXM12129	C06314	cpd03755	CPD66-51	Lipoxin A4||(7E,9E,11Z,13E)-(5S,6R,15S)-5,6,15-Trihydroxyicosa-7,9,11,13-tetraenoic acid||5S,6R,15S-Trihydroxy-7E,9E,11Z,13E-eicosatetraenoic acid||LXA4	
C06315	MNXM727336	C06315	cpd03756	CPD66-56	Lipoxin B4||(6E,8Z,10E,12E)-(5S,14R,15S)-Trihydroxyicosa-6,8,10,12-tetraenoic acid||5S,14R,15S-Trihydroxy-6E,8Z,10E,12E-eicosatetraenoic acid||LXB4	
C06316	MNXM1371330	ertascb__D		CPD-1789	Dehydro-D-arabinono-1,4-lactone||(5R)-3,4-Dihydroxy-5-(hydroxymethyl)furan-2(5H)-one	
C06317	MNXM4130		cpd03758	VANILLYL-ALCOHOL	Vanillyl alcohol||4-Hydroxy-3-methoxy-benzenemethanol||4-Hydroxy-3-methoxybenzenemethanol||4-Hydroxy-3-methoxybenzyl alcohol	
C06318	MNXM1866		cpd03759	CPD-1943	(3S,4R)-3,4-Dihydroxycyclohexa-1,5-diene-1,4-dicarboxylate||(1R,6S)-Dihydroxycyclohexa-2,4-diene-1,4-dicarboxylate||Terephthalate-1,2-cis-dihydrodiol||cis-4,5-Dihydroxycyclohexa-1(6),2-diene-1,4-dicarboxylate	
C06319	MNXM729283	codhpre6|pre6b	cpd03760	CPD-679	Precorrin 6Y||Precorrin 6B	bigg(2)
C06320	MNXM1368320	copre6		CPD-675	Precorrin 6X||Precorrin 6A	
C06321	MNXM729371		cpd02821|cpd03762	CPD-290	(1R,6S)-1,6-Dihydroxycyclohexa-2,4-diene-1-carboxylate||cis-1,2-Dihydroxycyclohexa-3,5-diene-1-carboxylate||cis-1,6-Dihydroxy-2,4-cyclohexadiene-1-carboxylic acid	kegg(2),seed(2)
C06322	MNXM1657	ch15deccoa	cpd03763	CYCLOHEXA-15-DIENE-1-CARBONYL-COA	Cyclohexa-1,5-diene-1-carbonyl-CoA||Cyclohex-1,5-diene-1-carbonyl-CoA||Cyclohexa-1,5-diene-1-carboxyl-CoA||Cyclohexa-1,5-dienecarbonyl-CoA||S-1,5-Cyclohexadiene-1-carboxylate coenzymeA	
C06323	MNXM4625		cpd03764	ISOQUINOLINE	Isoquinoline||2-Benzazine||Benzo[c]pyridine	
C06324	MNXM3625		cpd03765	ISOQUINOLIN-12H-ONE	Isocarbostyril||1(2H)-Isoquinolinone||Isoquinolin-1(2H)-one	
C06325	MNXM4797		cpd03766	QUINALDATE	2-Quinolinecarboxylic acid||2-Quinolinecarboxylate||Quinaldate||Quinaldic acid||Quinaldinic acid	
C06326	MNXM4169		cpd03767	CPD-2022	(2S)-2-{[1-(R)-Carboxyethyl]amino}pentanoate	
C06327	MNXM4518		cpd03768	CPD-9893	Chelirubine	
C06328	MNXM5023		cpd03769	6-CHQ	6-Chlorobenzene-1,2,4-triol||6-Chlorohydroxyquinol	
C06329	MNXM34930		cpd03770	2-CHLOROMALEYLACETATE	2-Chloromaleylacetate	
C06330	MNXM2153		cpd03771|cpd08342	3-HYDROXY-1H-QUINOLIN-4-ONE|QUINOLIN-34-DIOL	Quinoline-3,4-diol||3,4-Dihydroxyquinoline	kegg(2),seed(2),metacyc(2)
C06331	MNXM3169		cpd03772|cpd08343	3-HYDROXY-2-METHYL-1H-QUINOLIN-4-ONE	2-Methylquinoline-3,4-diol	kegg(2),seed(2)
C06332	MNXM1939	acanth	cpd03773	N-ACETYLANTHRANILATE	N-Acetylanthranilate||2-(Acetylamino)-benzoic acid||N-Acetylanthranilic acid	
